學年度,學校,校系代碼,校系名稱,是否外加,招生名額,錄取人數,第一輪錄取人數,第一輪在校排名%,第二輪錄取人數,第二輪在校排名%,國文檢定,英文檢定,數A檢定,數B檢定,社會檢定,自然檢定,英聽檢定,比序
113,逢甲大學,01530,應用數學系B組,False,3,3.0,1.0,22.0,2.0,44.0,,後標,,均標,,,,"[{'name': '在校學業', 'r1': '22%', 'r2': '44%'}]"
113,逢甲大學,01530,應用數學系B組【外加】,True,1,0.0,,,,,,後標,,均標,,,,
113,逢甲大學,01531,材料科學與工程學系,False,18,18.0,18.0,20.0,,,,後標,,,,後標,,"[{'name': '在校學業', 'r1': '20%', 'r2': None}, {'name': '學測國英數A自', 'r1': '39', 'r2': None}, {'name': '在校學業', 'r1': '21%', 'r2': None}]"
113,逢甲大學,01531,材料科學與工程學系【外加】,True,1,1.0,1.0,21.0,,,後標,後標,,,,後標,,"[{'name': '在校學業', 'r1': '21%', 'r2': None}, {'name': '在校學業', 'r1': '40%', 'r2': '29%'}]"
113,逢甲大學,01532,環境工程與科學學系,False,16,16.0,4.0,40.0,12.0,29.0,後標,,後標,,,後標,,"[{'name': '在校學業', 'r1': '40%', 'r2': '29%'}]"
113,逢甲大學,01532,環境工程與科學學系【外加】,True,1,0.0,,,,,後標,,後標,,,後標,,
113,逢甲大學,01533,光電科學與工程學系,False,15,15.0,5.0,37.0,10.0,17.0,後標,後標,後標,,,後標,,"[{'name': '在校學業', 'r1': '37%', 'r2': '17%'}]"
113,逢甲大學,01533,光電科學與工程學系【外加】,True,1,0.0,,,,,後標,後標,後標,,,後標,,"[{'name': '在校學業', 'r1': '45%', 'r2': None}]"
113,逢甲大學,01534,資訊工程學系,False,25,25.0,25.0,45.0,,,,後標,均標,,,,,"[{'name': '在校學業', 'r1': '45%', 'r2': None}]"
113,逢甲大學,01534,資訊工程學系【外加】,True,1,0.0,,,,,,後標,均標,,,,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}]"
113,逢甲大學,01535,電子工程學系,False,17,17.0,17.0,10.0,,,,後標,後標,,,後標,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}, {'name': '學測國英數A自', 'r1': '35', 'r2': None}]"
113,逢甲大學,01535,電子工程學系【外加】,True,1,0.0,,,,,,後標,後標,,,後標,,
113,逢甲大學,01536,電機工程學系,False,18,18.0,18.0,14.0,,,,後標,均標,,,後標,,"[{'name': '在校學業', 'r1': '14%', 'r2': None}, {'name': '學測國英數A自', 'r1': '36', 'r2': None}]"
113,逢甲大學,01536,電機工程學系【外加】,True,1,0.0,,,,,,後標,均標,,,後標,,"[{'name': '在校學業', 'r1': '25%', 'r2': '20%'}]"
113,逢甲大學,01537,自動控制工程學系,False,17,17.0,4.0,25.0,13.0,20.0,,後標,後標,,,後標,,"[{'name': '在校學業', 'r1': '25%', 'r2': '20%'}]"
113,逢甲大學,01537,自動控制工程學系【外加】,True,1,0.0,,,,,,後標,後標,,,後標,,
113,逢甲大學,01538,資訊電機學院學士班,False,15,15.0,14.0,36.0,1.0,7.0,,後標,均標,,,,,"[{'name': '在校學業', 'r1': '36%', 'r2': '7%'}]"
113,逢甲大學,01538,資訊電機學院學士班【外加】,True,1,0.0,,,,,,後標,均標,,,,,"[{'name': '在校學業', 'r1': '38%', 'r2': '22%'}]"
113,逢甲大學,01539,通訊工程學系,False,18,18.0,7.0,38.0,11.0,22.0,,後標,後標,,,,,"[{'name': '在校學業', 'r1': '38%', 'r2': '22%'}, {'name': '學測國英數A', 'r1': None, 'r2': '28'}]"
113,逢甲大學,01539,通訊工程學系【外加】,True,1,0.0,,,,,,後標,後標,,,,,"[{'name': '在校學業', 'r1': '50%', 'r2': '27%'}]"
113,逢甲大學,01540,土木工程學系,False,15,15.0,5.0,50.0,10.0,27.0,,後標,後標,,,後標,,"[{'name': '在校學業', 'r1': '50%', 'r2': '27%'}]"
113,逢甲大學,01540,土木工程學系【外加】,True,1,0.0,,,,,,後標,後標,,,後標,,
113,逢甲大學,01541,水利工程與資源保育學系,False,14,14.0,2.0,41.0,12.0,43.0,,,後標,,,,,"[{'name': '在校學業', 'r1': '41%', 'r2': '43%'}]"
113,逢甲大學,01541,水利工程與資源保育學系【外加】,True,1,0.0,,,,,均標,,後標,,,,,"[{'name': '在校學業', 'r1': '9%', 'r2': None}]"
113,逢甲大學,01542,建築專業學院學士班,False,3,3.0,3.0,9.0,,,均標,均標,,,,,,"[{'name': '在校學業', 'r1': '9%', 'r2': None}]"
113,逢甲大學,01542,建築專業學院學士班【外加】,True,1,0.0,,,,,均標,均標,,,,,,
113,逢甲大學,01543,,False,3,3.0,1.0,11.0,2.0,16.0,,均標,後標,,,,,"[{'name': '在校學業', 'r1': '11%', 'r2': '16%'}]"
113,逢甲大學,01544,,False,3,2.0,1.0,8.0,1.0,23.0,,均標,後標,,,,,"[{'name': '在校學業', 'r1': '8%', 'r2': '23%'}]"
113,逢甲大學,01545,,False,3,3.0,1.0,21.0,2.0,24.0,,均標,後標,,,,,"[{'name': '在校學業', 'r1': '21%', 'r2': '24%'}]"
113,逢甲大學,01546,人工智慧技術與應用學士學位學程,False,7,7.0,,,7.0,33.0,,後標,均標,,,,,"[{'name': '在校學業', 'r1': None, 'r2': '33%'}]"
113,逢甲大學,01546,,False,1,0.0,,,,,,後標,均標,,,,,
113,國立中央大學,01601,中國文學系,False,8,8.0,,,8.0,11.0,頂標,前標,,,前標,,,"[{'name': '在校學業', 'r1': None, 'r2': '11%'}]"
113,國立中央大學,01601,中國文學系【外加】,True,2,0.0,,,,,頂標,前標,,,前標,,,"[{'name': '在校學業', 'r1': '12%', 'r2': '11%'}]"
113,國立中央大學,01602,英美語文學系,False,15,15.0,9.0,12.0,6.0,11.0,前標,頂標,,,,,,"[{'name': '在校學業', 'r1': '12%', 'r2': '11%'}, {'name': '英語文學業', 'r1': None, 'r2': '9%'}, {'name': '學測英文', 'r1': None, 'r2': '13'}, {'name': '學測國英', 'r1': None, 'r2': '25'}, {'name': '國語文學業', 'r1': None, 'r2': '9%'}]"
113,國立中央大學,01602,英美語文學系【外加】,True,1,0.0,,,,9.0,前標,頂標,,,,,,
113,國立中央大學,01603,法國語文學系,False,9,7.0,3.0,9.0,4.0,15.0,前標,頂標,,,前標,,,"[{'name': '在校學業', 'r1': '9%', 'r2': '15%'}]"
113,國立中央大學,01603,法國語文學系【外加】,True,1,0.0,,,,,前標,頂標,,,前標,,,"[{'name': '在校學業', 'r1': '6%', 'r2': '5%'}]"
113,國立中央大學,01604,文學院學士班,False,2,2.0,1.0,6.0,1.0,5.0,前標,前標,,均標,均標,,,"[{'name': '在校學業', 'r1': '6%', 'r2': '5%'}]"
113,國立中央大學,01604,文學院學士班【外加】,True,1,0.0,,,,,前標,前標,,均標,均標,,,"[{'name': '在校學業', 'r1': '20%', 'r2': '5%'}]"
113,國立中央大學,01605,企業管理學系,False,20,20.0,14.0,20.0,6.0,5.0,前標,前標,,前標,,,,"[{'name': '在校學業', 'r1': '20%', 'r2': '5%'}, {'name': '學測英文', 'r1': None, 'r2': '12'}, {'name': '學測數B', 'r1': None, 'r2': '12'}]"
113,國立中央大學,01605,企業管理學系【外加】,True,1,0.0,,,,,前標,前標,,前標,,,,
113,國立中央大學,01606,經濟學系,False,16,16.0,16.0,7.0,,,均標,均標,,前標,,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}, {'name': '在校學業', 'r1': '14%', 'r2': None}]"
113,國立中央大學,01606,經濟學系【外加】,True,1,1.0,1.0,14.0,,,均標,均標,,前標,,,,"[{'name': '在校學業', 'r1': '14%', 'r2': None}, {'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,國立中央大學,01607,財務金融學系,False,14,14.0,14.0,5.0,,,前標,前標,前標,前標,均標,,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}, {'name': '學測國文', 'r1': '14', 'r2': None}]"
113,國立中央大學,01607,財務金融學系【外加】,True,1,0.0,,,,,前標,前標,前標,前標,均標,,,
113,國立中央大學,01608,,False,2,2.0,,,2.0,16.0,前標,均標,,均標,前標,,,"[{'name': '在校學業', 'r1': None, 'r2': '16%'}]"
113,國立中央大學,01608,,False,1,0.0,,,,,前標,均標,,均標,前標,,,
113,國立中央大學,01609,,False,2,2.0,1.0,15.0,1.0,4.0,前標,均標,,均標,前標,,,"[{'name': '在校學業', 'r1': '15%', 'r2': '4%'}]"
113,國立中央大學,01609,,False,1,0.0,,,,,前標,均標,,均標,前標,,,
113,國立中央大學,01610,數學系計算與資料科學組,False,10,8.0,2.0,9.0,6.0,16.0,均標,均標,頂標,,,前標,,"[{'name': '在校學業', 'r1': '9%', 'r2': '16%'}]"
113,國立中央大學,01610,數學系計算與資料科學組【外加】,True,1,0.0,,,,,均標,均標,頂標,,,前標,,
113,國立中央大學,01611,數學系數學科學組,False,10,1.0,,,1.0,11.0,均標,均標,頂標,,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '11%'}]"
113,國立中央大學,01611,數學系數學科學組【外加】,True,1,0.0,,,,,均標,均標,頂標,,,前標,,"[{'name': '在校學業', 'r1': '3%', 'r2': '15%'}]"
113,國立中央大學,01612,物理學系,False,8,4.0,1.0,3.0,3.0,15.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '3%', 'r2': '15%'}]"
113,國立中央大學,01612,物理學系【外加】,True,1,0.0,,,,,均標,前標,前標,,,前標,,
113,國立中央大學,01613,化學學系,False,9,7.0,3.0,13.0,4.0,18.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '13%', 'r2': '18%'}]"
113,國立中央大學,01613,化學學系【外加】,True,1,0.0,,,,,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '14%', 'r2': '18%'}]"
113,國立中央大學,01614,光電科學與工程學系,False,15,13.0,5.0,14.0,8.0,18.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '14%', 'r2': '18%'}]"
113,國立中央大學,01614,光電科學與工程學系【外加】,True,2,0.0,,,,,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '5%', 'r2': '13%'}]"
113,國立中央大學,01615,理學院學士班,False,7,5.0,1.0,5.0,4.0,13.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '5%', 'r2': '13%'}]"
113,國立中央大學,01615,理學院學士班【外加】,True,1,0.0,,,,,均標,均標,前標,,,前標,,
113,國立中央大學,01616,土木工程學系,False,22,3.0,2.0,11.0,1.0,8.0,,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '11%', 'r2': '8%'}]"
113,國立中央大學,01616,土木工程學系【外加】,True,1,0.0,,,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '11%', 'r2': '12%'}]"
113,國立中央大學,01617,機械工程學系先進材料與精密製造組,False,15,15.0,4.0,11.0,11.0,12.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '11%', 'r2': '12%'}]"
113,國立中央大學,01617,,False,1,0.0,,,,,均標,均標,前標,,,前標,,
113,國立中央大學,01618,機械工程學系光機電工程組,False,15,15.0,13.0,11.0,2.0,4.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '11%', 'r2': '4%'}]"
113,國立中央大學,01618,機械工程學系光機電工程組【外加】,True,1,0.0,,,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '9%', 'r2': '16%'}]"
113,國立中央大學,01619,機械工程學系設計與分析組,False,15,7.0,2.0,9.0,5.0,16.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '9%', 'r2': '16%'}]"
113,國立中央大學,01619,機械工程學系設計與分析組【外加】,True,1,0.0,,,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立中央大學,01620,化學工程與材料工程學系,False,9,9.0,9.0,7.0,,,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}, {'name': '學測數A', 'r1': '12', 'r2': None}]"
113,國立中央大學,01620,化學工程與材料工程學系【外加】,True,1,0.0,,,,,前標,前標,前標,,,前標,,
113,國立中央大學,01621,工學院學士班,False,8,8.0,6.0,7.0,2.0,7.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '7%', 'r2': '7%'}, {'name': '學測國英數A自', 'r1': None, 'r2': '48'}]"
113,國立中央大學,01621,工學院學士班【外加】,True,1,0.0,,,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '16%', 'r2': None}]"
113,國立中央大學,01622,資訊管理學系,False,18,18.0,18.0,16.0,,,,前標,前標,,,均標,,"[{'name': '在校學業', 'r1': '16%', 'r2': None}, {'name': '學測英數A自', 'r1': '34', 'r2': None}]"
113,國立中央大學,01622,資訊管理學系【外加】,True,1,0.0,,,,,,前標,前標,,,均標,,
113,國立中央大學,01623,電機工程學系,False,20,20.0,20.0,3.0,,,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '3%', 'r2': None}, {'name': '學測數A', 'r1': '10', 'r2': None}, {'name': '學測自然', 'r1': '14', 'r2': None}]"
113,國立中央大學,01623,電機工程學系【外加】,True,1,0.0,,,,,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立中央大學,01624,資訊工程學系,False,21,21.0,21.0,6.0,,,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立中央大學,01624,資訊工程學系【外加】,True,1,0.0,,,,,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '14%', 'r2': '8%'}]"
113,國立中央大學,01625,通訊工程學系,False,10,10.0,3.0,14.0,7.0,8.0,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '14%', 'r2': '8%'}]"
113,國立中央大學,01625,通訊工程學系【外加】,True,1,0.0,,,,,前標,前標,前標,,,前標,,
113,國立中央大學,01626,資訊電機學院學士班,False,8,8.0,8.0,10.0,,,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '10%', 'r2': None}]"
113,國立中央大學,01626,資訊電機學院學士班【外加】,True,1,0.0,,,,,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '13%'}]"
113,國立中央大學,01627,大氣科學學系,False,5,3.0,,,3.0,13.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '13%'}]"
113,國立中央大學,01627,大氣科學學系【外加】,True,1,0.0,,,,,均標,均標,前標,,,前標,,
113,國立中央大學,01628,太空科學與工程學系,False,5,5.0,2.0,12.0,3.0,9.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '12%', 'r2': '9%'}, {'name': '學測數A', 'r1': None, 'r2': '11'}, {'name': '學測自然', 'r1': None, 'r2': '14'}]"
113,國立中央大學,01628,太空科學與工程學系【外加】,True,1,0.0,,,,,均標,均標,前標,,,前標,,
113,國立中央大學,01629,地球科學學系,False,9,0.0,,,,,均標,均標,前標,,,前標,,
113,國立中央大學,01629,地球科學學系【外加】,True,1,0.0,,,,,均標,均標,前標,,,前標,,
113,國立中央大學,01630,地球科學學院學士班,False,4,0.0,,,,,均標,均標,前標,,,前標,,
113,國立中央大學,01630,地球科學學院學士班【外加】,True,1,0.0,,,,,均標,均標,前標,,,前標,,
113,國立中央大學,01631,生醫科學與工程學系,False,6,6.0,4.0,7.0,2.0,4.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '7%', 'r2': '4%'}, {'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立中央大學,01631,生醫科學與工程學系【外加】,True,1,1.0,1.0,7.0,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}, {'name': '在校學業', 'r1': '9%', 'r2': '8%'}]"
113,國立中央大學,01632,生命科學系,False,16,16.0,10.0,9.0,6.0,8.0,,均標,均標,,,前標,,"[{'name': '在校學業', 'r1': '9%', 'r2': '8%'}, {'name': '學測自然', 'r1': None, 'r2': '12'}, {'name': '學測英文', 'r1': None, 'r2': '10'}]"
113,國立中央大學,01632,生命科學系【外加】,True,1,0.0,,,,,,均標,均標,,,前標,,
113,中國文化大學,01701,哲學系,False,1,1.0,1.0,44.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '44%', 'r2': None}]"
113,中國文化大學,01701,哲學系【外加】,True,1,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '48%', 'r2': '49%'}]"
113,中國文化大學,01702,中國文學系中國文學組,False,6,6.0,1.0,48.0,5.0,49.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '48%', 'r2': '49%'}]"
113,中國文化大學,01702,中國文學系中國文學組【外加】,True,1,0.0,,,,,底標,,,,,,,
113,中國文化大學,01703,中國文學系文藝創作組,False,2,2.0,1.0,46.0,1.0,13.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '46%', 'r2': '13%'}]"
113,中國文化大學,01703,中國文學系文藝創作組【外加】,True,1,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '42%', 'r2': '46%'}]"
113,中國文化大學,01704,史學系,False,5,2.0,1.0,42.0,1.0,46.0,,,,,底標,,,"[{'name': '在校學業', 'r1': '42%', 'r2': '46%'}]"
113,中國文化大學,01704,史學系【外加】,True,1,0.0,,,,,底標,,,,底標,,,"[{'name': '在校學業', 'r1': '50%', 'r2': '48%'}]"
113,中國文化大學,01705,日本語文學系,False,25,13.0,6.0,50.0,7.0,48.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '50%', 'r2': '48%'}]"
113,中國文化大學,01705,日本語文學系【外加】,True,1,0.0,,,,,底標,,,,,,,
113,中國文化大學,01706,韓國語文學系,False,20,20.0,20.0,45.0,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '45%', 'r2': None}]"
113,中國文化大學,01706,韓國語文學系【外加】,True,1,0.0,,,,,底標,,,,,,,
113,中國文化大學,01707,俄國語文學系,False,10,0.0,,,,,,前標,,,,,,"[{'name': '在校學業', 'r1': '45%', 'r2': '38%'}]"
113,中國文化大學,01708,英國語文學系,False,4,4.0,2.0,45.0,2.0,38.0,,底標,,,,,,"[{'name': '在校學業', 'r1': '45%', 'r2': '38%'}]"
113,中國文化大學,01708,英國語文學系【外加】,True,1,0.0,,,,,,底標,,,,,,
113,中國文化大學,01709,法國語文學系,False,5,2.0,2.0,37.0,,,,底標,,,,,,"[{'name': '在校學業', 'r1': '37%', 'r2': None}]"
113,中國文化大學,01709,法國語文學系【外加】,True,1,0.0,,,,,,底標,,,,,,
113,中國文化大學,01710,全球商務學士學位學程,False,1,0.0,,,,,,底標,,,,,,
113,中國文化大學,01710,全球商務學士學位學程【外加】,True,1,0.0,,,,,,底標,,,,,,
113,中國文化大學,01711,法律學系,False,50,50.0,43.0,50.0,7.0,34.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '50%', 'r2': '34%'}]"
113,中國文化大學,01711,法律學系【外加】,True,1,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '35%', 'r2': None}]"
113,中國文化大學,01712,政治學系,False,1,1.0,1.0,35.0,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '35%', 'r2': None}]"
113,中國文化大學,01712,政治學系【外加】,True,1,0.0,,,,,,,,,底標,,,
113,中國文化大學,01713,經濟學系,False,6,0.0,,,,,,,,底標,,,,
113,中國文化大學,01713,經濟學系【外加】,True,1,0.0,,,,,,,,底標,,,,
113,中國文化大學,01714,勞動暨人力資源學系,False,2,1.0,,,1.0,43.0,,,,,底標,,,"[{'name': '在校學業', 'r1': None, 'r2': '43%'}]"
113,中國文化大學,01714,勞動暨人力資源學系【外加】,True,1,0.0,,,,,,,,,底標,,,"[{'name': '在校學業', 'r1': '35%', 'r2': '46%'}]"
113,中國文化大學,01715,社會福利學系,False,8,4.0,2.0,35.0,2.0,46.0,,,,,底標,,,"[{'name': '在校學業', 'r1': '35%', 'r2': '46%'}]"
113,中國文化大學,01715,社會福利學系【外加】,True,1,0.0,,,,,,,,,底標,,,
113,中國文化大學,01716,行政管理學系,False,15,5.0,2.0,45.0,3.0,45.0,,,,,底標,,,"[{'name': '在校學業', 'r1': '45%', 'r2': '45%'}]"
113,中國文化大學,01716,行政管理學系【外加】,True,1,0.0,,,,,底標,,,,底標,,,
113,中國文化大學,01717,生活應用科學系,False,1,0.0,,,,,底標,,,,,,,
113,中國文化大學,01717,生活應用科學系【外加】,True,1,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '45%', 'r2': '48%'}]"
113,中國文化大學,01718,國際貿易學系,False,8,4.0,3.0,45.0,1.0,48.0,,,,,底標,,,"[{'name': '在校學業', 'r1': '45%', 'r2': '48%'}]"
113,中國文化大學,01718,國際貿易學系【外加】,True,1,0.0,,,,,,,,,底標,,,
113,中國文化大學,01719,國際企業管理學系,False,6,4.0,1.0,40.0,3.0,41.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '40%', 'r2': '41%'}]"
113,中國文化大學,01719,國際企業管理學系【外加】,True,1,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': '43%', 'r2': '47%'}]"
113,中國文化大學,01720,會計學系,False,14,5.0,2.0,43.0,3.0,47.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '43%', 'r2': '47%'}]"
113,中國文化大學,01720,會計學系【外加】,True,1,0.0,,,,,底標,,,,,,,
113,中國文化大學,01721,觀光事業學系,False,6,4.0,1.0,49.0,3.0,47.0,,,,,底標,,,"[{'name': '在校學業', 'r1': '49%', 'r2': '47%'}]"
113,中國文化大學,01721,觀光事業學系【外加】,True,1,0.0,,,,,底標,,,,底標,,,"[{'name': '在校學業', 'r1': '40%', 'r2': '38%'}]"
113,中國文化大學,01722,資訊管理學系(智慧商務科技組),False,4,4.0,3.0,40.0,1.0,38.0,底標,,,,,,,"[{'name': '在校學業', 'r1': '40%', 'r2': '38%'}]"
113,中國文化大學,01722,資訊管理學系(智慧商務科技組)【外加】,True,1,0.0,,,,,底標,,,,,,,"[{'name': '在校學業', 'r1': None, 'r2': '27%'}]"
113,中國文化大學,01723,資訊管理學系(人工智慧組),False,5,1.0,,,1.0,27.0,,,,底標,,,,"[{'name': '在校學業', 'r1': None, 'r2': '27%'}]"
